Node,Nid,Billing Reference,Child's Name,Billing Discount,Pre-Booked Session,Pre-Booked Duration (h),Pre-Booked Charged Duration,Pre-Booked FE,Pre-Booked Childcare Charge,Pre-Booked Away Discount,Pre-Booked Billing Discount,Pre-Booked TTO Surcharge,Pre-Booked Late Change Surcharge,Pre-Booked Services Charge,Pre-Booked Booking Charge,Booked Session,Booked Duration (h),Actual Attendance,Free Entitlement,Charged Duration,Childcare Charge,Unscheduled Charge,Away Discount,Billing Discount,TTO Surcharge,Late Change Surcharge,Services Charge,Booking Charge,Billing Adjustment,Childcare Setting
244593-244612,244612,BRYANT,"Bryant, Miley Beau",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,24/11/2022 - 9:00am to 2:00pm,5,24/11/2022 - 9:03am to 1:42pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
242013-247035,247035,RADFORD,"Griffiths-Radford, Alba",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,24/11/2022 - 9:00am to 4:30pm,7.5,24/11/2022 - 9:08am to 4:06pm,0,7.5,72.38,0,0,0,5.07,0,5.99,83.44,83.44,Norto5 KIDZ - Lindfield Lodge
244814-249263,249263,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,24/11/2022 - 9:00am to 2:00pm,5,24/11/2022 - 8:47am to 2:02pm,0,5,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
193372-243230,243230,COULTON,"Coulton, Billy",0.00%,"Thursday, 24 November 2022 - 9:30am to 5:30pm",8,8,0,77.2,0,0,0,0,5.99,83.19,24/11/2022 - 9:30am to 5:30pm,8,24/11/2022 - 9:30am to 5:30pm,0,8,77.2,0,0,0,0,0,5.99,83.19,0,KIDZ Academy - Cuckfield
182195-243404,243404,GARTH01,"Garth, Birdie ",0.00%,"Thursday, 24 November 2022 - 9:30am to 2:30pm",5,0,5,0,0,0,0,0,4.55,4.55,24/11/2022 - 9:30am to 2:30pm,5,24/11/2022 - 9:28am to 2:27pm,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
223165-243574,243574,HOWARD,"Howard, Ryan",5.00%,"Thursday, 24 November 2022 - 9:30am to 12:00pm",2.5,0,2.5,0,0,0,0,0,0,0,24/11/2022 - 9:30am to 12:00pm,2.5,24/11/2022 - 9:30am to 11:59am,2.5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
228460-243617,243617,JACKMAN,"Jackman, Harper",0.00%,"Thursday, 24 November 2022 - 9:30am to 11:30am",2,2,0,17.4,0,0,1.22,0,0,18.62,24/11/2022 - 9:30am to 11:30am,2,24/11/2022 - 9:30am to 11:30am,0,2,17.4,0,0,0,1.22,0,0,18.62,0,KIDZ Academy - Cuckfield
218297-243848,243848,ONSLOW,"Onslow, Summer",0.00%,"Thursday, 24 November 2022 - 9:30am to 3:00pm",5.5,5.5,0,53.08,0,0,0,0,4.55,57.63,24/11/2022 - 9:30am to 3:00pm,5.5,24/11/2022 - 9:30am to 2:52pm,0,5.5,53.08,0,0,0,0,0,4.55,57.63,0,Norto5 KIDZ - West End Farm
234418-243911,243911,PILLAI,"Pillai, Viaan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,24/11/2022 - 9:30am to 2:30pm,5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231084-244806,244806,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,24/11/2022 - 9:30am to 6:00pm,8.5,24/11/2022 - 9:51am to 5:57pm,5.5,3,26.1,0,0,0,0,2.61,0,28.71,28.71,KIDZ Academy - Lindfield
211487-243446,243446,GIBBS,"Gibbs, Jasmine",0.00%,"Thursday, 24 November 2022 - 10:00am to 5:00pm",7,0,7,0,0,0,0,0,5.99,5.99,24/11/2022 - 10:00am to 5:00pm,7,24/11/2022 - 10:13am to 5:00pm,7,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
231540-242940,242940,ALI,"Ali, Jasmine",0.00%,"Thursday, 24 November 2022 - 11:00am to 4:00pm",5,0,5,0,0,0,0,0,4.75,4.75,24/11/2022 - 11:00am to 4:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,4.75,4.75,0,KIDZ Academy - Lindfield
193661-243131,243131,FIELD02,"Bridgman, Charlotte",0.00%,"Thursday, 24 November 2022 - 10:00am to 3:30pm",5.5,0,5.5,0,0,0,0,0,4.55,4.55,24/11/2022 - 11:30am to 3:30pm,4,01/01/2000 - 12:00am,4,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
231137-243412,243412,GEARY,"Geary, Peyton",0.00%,"Thursday, 24 November 2022 - 8:30am to 5:30pm",9,9,0,85,0,0,0,0,3.41,88.41,24/11/2022 - 12:00pm to 5:00pm,5,24/11/2022 - 12:28pm to 5:07pm,0,5,50,1.17,0,0,0,0,3.41,54.58,-33.83,Norto5 KIDZ - Lindfield Lodge
223376-243953,243953,RATCLIFFE,"Ratcliffe, Kennedy",0.00%,"Thursday, 24 November 2022 - 1:00pm to 5:30pm",4.5,4.5,0,43.43,0,0,0,0,1.44,44.87,24/11/2022 - 1:00pm to 5:30pm,4.5,24/11/2022 - 1:49pm to 5:22pm,0,4.5,43.43,0,0,0,0,0,1.44,44.87,0,Norto5 KIDZ - West End Farm
231485-244203,244203,WALPOLE,"Walpole, Holly",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,24/11/2022 - 1:00pm to 5:30pm,4.5,24/11/2022 - 1:24pm to 5:30pm,4.5,0,0,0,0,0,0,0,1.44,1.44,1.44,Norto5 KIDZ - Lindfield Lodge
224003-244292,244292,WOODJ,"Wood, Jasper ",0.00%,"Thursday, 24 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,24/11/2022 - 2:00pm to 4:00pm,2,01/01/2000 - 12:00am,0,2,20,0,0,0,0,0,0,20,-68.41,Norto5 KIDZ - West End Farm
236355-238093,238093,MASON,"Mason, Ebenezer",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:42am to 6:00pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - Lindfield Lodge
152257-242949,242949,AMARAL,"Amaral, Sebastian",0.00%,"Friday, 25 November 2022 - 8:00am to 3:30pm",7.5,0,7.5,0,0,0,0,0,4.55,4.55,25/11/2022 - 8:00am to 3:30pm,7.5,25/11/2022 - 8:16am to 3:30pm,7.5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - Lindfield Lodge
233489-242963,242963,ANGELL,"Angell, Mason",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,0,0,5.99,71.24,25/11/2022 - 8:00am to 5:00pm,9,25/11/2022 - 8:08am to 5:04pm,2.5,6.5,56.55,0,0,0,0,0,1.44,57.99,-13.25,Norto5 KIDZ - West End Farm
238802-242980,242980,ATKINSON,"Atkinson, Ted",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-88.41,Norto5 KIDZ - Lindfield Lodge
230394-243090,243090,BILLINGTON,"Billington, Elsa",0.00%,"Friday, 25 November 2022 - 8:00am to 12:00pm",4,4,0,38.6,0,0,0,0,0,38.6,25/11/2022 - 8:00am to 12:00pm,4,25/11/2022 - 8:08am to 12:00pm,2.5,1.5,14.48,0,0,0,0,0,0,14.48,-24.12,Norto5 KIDZ - West End Farm
218854-243167,243167,BRUNSDON,"Brunsdon, Marla",5.00%,"Friday, 25 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,-4.25,0,0,3.41,84.16,25/11/2022 - 8:00am to 5:30pm,9.5,25/11/2022 - 8:17am to 4:30pm,0,9.5,85,0,0,-4.25,0,0,3.41,84.16,0,Norto5 KIDZ - West End Farm
169517-243175,243175,BRUNSDON,"Brunsdon, Orson",0.00%,"Friday, 25 November 2022 - 8:00am to 5:30pm",9.5,0,9.5,0,0,0,0,0,5.99,5.99,25/11/2022 - 8:00am to 5:30pm,9.5,01/01/2000 - 12:00am,9.5,0,0,0,0,0,0,0,5.99,5.99,0,Norto5 KIDZ - West End Farm
234430-243296,243296,DONNELLY,"Donnelly, Henry ",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:08am to 5:31pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
234428-243357,243357,FERGUSON,"Ferguson, Walter ",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,5.95,0,3.41,94.36,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 9:06am to 5:22pm,0,10,85,0,0,0,5.95,0,3.41,94.36,0,Norto5 KIDZ - West End Farm
196491-243393,243393,GARRETT,"Garrett, Darcie",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,81,0,0,0,0,5.99,86.99,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:32am to 4:58pm,0,10,81,0,0,0,0,0,5.99,86.99,0,Norto5 KIDZ - West End Farm
190904-243455,243455,GLENNY,"Glenny, Edith",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,2,8,17.4,0,0,0,0,6.34,23.74,25/11/2022 - 8:00am to 4:00pm,8,25/11/2022 - 8:40am to 4:02pm,8,0,0,0,0,0,0,0,4.75,4.75,-18.99,KIDZ Academy - Lindfield
190905-243460,243460,GLENNY,"Glenny, Joshua ",5.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,81,0,-4.05,0,0,5.99,82.94,25/11/2022 - 8:00am to 4:00pm,8,25/11/2022 - 8:40am to 4:01pm,0,8,77.2,0,0,-3.86,0,0,4.55,77.89,-5.05,KIDZ Academy - Lindfield
234429-243507,243507,GREENER_JONES,"Greener-Jones , Isla ",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:08am to 4:58pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
239187-243622,243622,JACKSON_MANN,"Jackson-Mann, Indi",0.00%,"Friday, 25 November 2022 - 8:00am to 4:30pm",8.5,8.5,0,73.95,0,0,5.18,0,6.34,85.47,25/11/2022 - 8:00am to 4:30pm,8.5,01/01/2000 - 12:00am,0,8.5,73.95,0,-47.48,0,5.18,0,0,31.65,-53.82,KIDZ Academy - Lindfield
233787-243709,243709,KEANE,"Keane, Ophelia",0.00%,"Friday, 25 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 5:30pm,9.5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-88.41,KIDZ Academy - Cuckfield
241847-243720,243720,KEMPTHORNE,"Kempthorne, Joey",0.00%,"Friday, 25 November 2022 - 8:00am to 1:00pm",5,0,5,0,0,0,0,0,0,0,25/11/2022 - 8:00am to 1:00pm,5,25/11/2022 - 8:16am to 12:58pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
238242-243732,243732,KENNER,"Kenner, Hugh",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
221304-243789,243789,MAYES,"Mayes, Piper",0.00%,"Friday, 25 November 2022 - 8:00am to 5:30pm",9.5,9.5,0,85,0,0,5.95,0,3.41,94.36,25/11/2022 - 8:00am to 5:30pm,9.5,25/11/2022 - 8:08am to 4:30pm,0,9.5,85,0,0,0,5.95,0,3.41,94.36,0,Norto5 KIDZ - West End Farm
233465-243806,243806,TURNBULL,"Motovalli-Turnbull, Theo",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:58am to 5:47pm,0,10,85,0,0,0,0,0,3.41,88.41,0,KIDZ Academy - Cuckfield
182005-243810,243810,MOTTERSHEAD,"Mottershead, Daisy",5.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,74,0,-3.7,0,0,6.34,76.64,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:29am to 4:51pm,0,10,74,0,0,-3.7,0,0,6.34,76.64,0,Norto5 KIDZ - West End Farm
210725-243893,243893,PETKOVA,"Petkova, Angelica",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 8:00am to 1:30pm,5.5,01/01/2000 - 12:00am,5.5,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
233445-243981,243981,ROWLAND,"Rowland-Bernasconi, Caelan",0.00%,"Friday, 25 November 2022 - 8:00am to 4:00pm",8,0,8,0,0,0,0,0,4.55,4.55,25/11/2022 - 8:00am to 4:00pm,8,25/11/2022 - 8:10am to 4:04pm,8,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
171629-244161,244161,UNDERDOWN,"Underdown, Piper",5.00%,"Friday, 25 November 2022 - 8:00am to 4:00pm",8,8,0,77.2,0,0,0,0,4.55,81.75,25/11/2022 - 8:00am to 4:00pm,8,01/01/2000 - 12:00am,0,8,77.2,0,0,0,0,0,4.55,81.75,0,Norto5 KIDZ - Lindfield Lodge
224003-244293,244293,WOODJ,"Wood, Jasper ",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,0,0,3.41,88.41,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:09am to 4:58pm,0,10,85,0,0,0,0,0,3.41,88.41,0,Norto5 KIDZ - West End Farm
239865-244577,244577,PERRY,"Perry, Alesha",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,7.5,2.5,65.25,0,0,4.57,0,1.44,71.26,25/11/2022 - 8:00am to 6:00pm,10,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-71.26,KIDZ Academy - Lindfield
193474-244623,244623,MISSURE,"Missure, Emanuele",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 8:00am to 6:00pm,10,25/11/2022 - 8:16am to 6:00pm,0,10,85,0,0,0,0,0,3.41,88.41,88.41,Norto5 KIDZ - Lindfield Lodge
223847-249083,249083,IRWIN-BYRNE,"Irwin-Byrne, Odette",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 8:00am to 5:00pm,9,25/11/2022 - 8:08am to 5:03pm,0,9,85,0,0,0,0,8.5,3.41,96.91,96.91,Norto5 KIDZ - West End Farm
236320-249260,249260,HALL,"Hall, Morgan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 8:00am to 4:00pm,8,25/11/2022 - 8:31am to 4:02pm,0,8,80,0,0,0,0,8,2.25,90.25,90.25,Norto5 KIDZ - Lindfield Lodge
235925-243072,243072,BERENDE,"Berende, Darius",5.00%,"Friday, 25 November 2022 - 8:30am to 2:30pm",6,0,6,0,0,0,0,0,0,0,25/11/2022 - 8:30am to 2:30pm,6,25/11/2022 - 8:40am to 2:30pm,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
238174-243860,243860,OSBORNE,"Osborne, Lewis",0.00%,"Friday, 25 November 2022 - 8:30am to 1:30pm",5,0,5,0,0,0,0,0,4.55,4.55,25/11/2022 - 8:30am to 1:30pm,5,25/11/2022 - 8:31am to 1:31pm,5,0,0,0,0,0,0,0,4.55,4.55,0,Norto5 KIDZ - West End Farm
222960-243937,243937,QUICK,"Quick, Archie",0.00%,"Friday, 25 November 2022 - 8:30am to 3:30pm",7,3,4,26.1,0,0,0,0,0,26.1,25/11/2022 - 8:30am to 3:30pm,7,25/11/2022 - 8:40am to 3:30pm,0,7,60.9,0,0,0,0,0,0,60.9,34.8,KIDZ Academy - Lindfield
222958-243945,243945,QUICK,"Quick, Freddy",5.00%,"Friday, 25 November 2022 - 8:30am to 3:30pm",7,3,4,26.1,0,-1.31,0,0,0,24.79,25/11/2022 - 8:30am to 3:30pm,7,25/11/2022 - 8:40am to 12:24pm,0,7,60.9,0,0,-3.05,0,0,0,57.85,33.06,KIDZ Academy - Lindfield
242543-244029,244029,SIMMONS,"Simmons, Aurora",0.00%,"Friday, 25 November 2022 - 8:00am to 6:00pm",10,10,0,85,0,0,5.95,0,3.41,94.36,25/11/2022 - 8:30am to 4:00pm,7.5,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-94.36,KIDZ Academy - Lindfield
231084-244807,244807,JACKSONK,"Randall, Jackson",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 8:30am to 2:30pm,6,01/01/2000 - 12:00am,2.5,3.5,30.45,0,0,0,0,3.05,0,33.5,33.5,KIDZ Academy - Lindfield
242510-242928,242928,ABBONDANZA,"Abbondanza, Leonardo ",0.00%,"Friday, 25 November 2022 - 10:00am to 3:00pm",5,0,5,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 8:57am to 3:00pm,2.5,3.5,30.45,0,0,0,2.13,0,4.55,37.13,32.58,KIDZ Academy - Cuckfield
171181-242998,242998,BAILEY01,"Bailey , Benjamin ",0.00%,"Friday, 25 November 2022 - 9:00am to 5:00pm",8,5.5,2.5,47.85,0,0,0,0,0,47.85,25/11/2022 - 9:00am to 5:00pm,8,25/11/2022 - 9:34am to 4:57pm,2.5,5.5,47.85,0,0,0,0,0,0,47.85,0,KIDZ Academy - Cuckfield
242303-243032,243032,BAKER_H,"Baker, Hamida",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
239563-243108,243108,BOBOC,"Boboc, Maya",0.00%,"Friday, 25 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 3:00pm,6,01/01/2000 - 12:00am,6,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
241766-243265,243265,DALBERG-CONWAY,"Dalberg-Conway, Harley",0.00%,"Friday, 25 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 1:00pm,4,25/11/2022 - 9:40am to 12:59pm,4,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
182672-243334,243334,ELLIOTT01,"Elliott, Oscar",5.00%,"Friday, 25 November 2022 - 9:00am to 3:00pm",6,2,4,17.4,0,-0.87,0,0,4.55,21.08,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 9:00am to 2:59pm,4,2,17.4,0,0,-0.87,0,0,4.55,21.08,0,KIDZ Academy - Lindfield
242253-243488,243488,GRASSI,"Grassi, Oah",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 5:00pm,8,01/01/2000 - 12:00am,8,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
220950-243590,243590,HUGGINS,"Huggins, Gracie-Marie",0.00%,"Friday, 25 November 2022 - 9:00am to 1:00pm",4,0,4,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 1:00pm,4,25/11/2022 - 9:00am to 1:00pm,4,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - West End Farm
228122-243609,243609,ISAAC,"Isaac, Millie",0.00%,"Tuesday, 22 November 2022 - 8:00am to 3:30pm",7.5,7.5,0,75,0,0,0,0,2.25,77.25,25/11/2022 - 9:00am to 4:00pm,7,25/11/2022 - 9:05am to 4:03pm,0,7,70,0,0,0,0,7,2.25,79.25,2,Norto5 KIDZ - West End Farm
231152-243631,243631,JAMES,"James, Khodi ",0.00%,"Friday, 25 November 2022 - 9:00am to 2:00pm",5,0,5,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:00am to 2:00pm,5,01/01/2000 - 12:00am,5,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
196952-243666,243666,LAWRENCE01,"John-Donegan, Marley",30.00%,"Friday, 25 November 2022 - 9:00am to 6:00pm",9,9,0,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 6:00pm,9,25/11/2022 - 7:54am to 5:04pm,0,9,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
236621-243700,243700,BIJU,"Karthik subash biju, Danvanth ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 11:00am,2,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Station Close
238191-243738,243738,LAMBOURNE,"Lambourne, Freddie ",0.00%,"Friday, 25 November 2022 - 9:00am to 1:00pm",4,4,0,40,0,0,0,0,2.25,42.25,25/11/2022 - 9:00am to 1:00pm,4,25/11/2022 - 9:05am to 12:58pm,0,4,40,0,0,0,0,0,2.25,42.25,0,Norto5 KIDZ - West End Farm
211085-243778,243778,MAURO-FOSSAT,"Mauro-Fossat, Kataleya",0.00%,"Friday, 25 November 2022 - 9:00am to 4:30pm",7.5,7.5,0,65.25,0,0,0,0,6.34,71.59,25/11/2022 - 9:00am to 4:30pm,7.5,25/11/2022 - 9:34am to 4:26pm,0,7.5,65.25,0,0,0,0,0,5.99,71.24,-0.35,KIDZ Academy - Cuckfield
234281-243927,243927,PROUDLOCK,"Proudlock, Elsie",0.00%,"Tuesday, 22 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 9:06am to 3:00pm,3,3,26.1,0,0,0,1.83,0,0,27.93,27.93,Norto5 KIDZ - Lindfield Lodge
162357-244013,244013,SEAR,"Sear, Harvey",5.00%,"Friday, 25 November 2022 - 9:00am to 2:30pm",5.5,0,5.5,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:00am to 2:30pm,5.5,01/01/2000 - 12:00am,5.5,0,0,0,0,0,0,0,0,0,-4.55,KIDZ Academy - Lindfield
230810-244061,244061,SOUTER,"Souter, Libby",0.00%,"Friday, 25 November 2022 - 9:00am to 3:00pm",6,3,3,28.95,0,0,2.03,0,4.55,35.53,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 9:28am to 2:52pm,3,3,28.95,0,0,0,2.03,0,4.55,35.53,0,KIDZ Academy - Lindfield
228134-244078,244078,STEYNOR,"Steynor, Josephine",0.00%,"Friday, 25 November 2022 - 9:00am to 1:30pm",4.5,4.5,0,45,0,0,3.15,0,2.25,50.4,25/11/2022 - 9:00am to 2:30pm,5.5,25/11/2022 - 9:06am to 2:06pm,0,5.5,55,0,0,0,3.85,0,2.25,61.1,10.7,Norto5 KIDZ - Lindfield Lodge
239458-244089,244089,STONE,"Stone, Lily",0.00%,"Friday, 25 November 2022 - 9:00am to 12:00pm",3,0,3,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 12:00pm,3,25/11/2022 - 9:00am to 12:00pm,3,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
208635-244108,244108,SULLIVAN,"Sullivan, Luke",0.00%,"Friday, 25 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:00am to 5:00pm,8,01/01/2000 - 12:00am,8,0,0,0,0,0,0,0,5.99,5.99,1.44,Norto5 KIDZ - Lindfield Lodge
234186-244255,244255,WELLING,"Welling, Chelsea",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,Norto5 KIDZ - Lindfield Lodge
227494-244282,244282,WINTER,"Winter, Samuel",0.00%,"Friday, 25 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,0,0,0,30,25/11/2022 - 9:00am to 12:00pm,3,25/11/2022 - 9:06am to 12:00pm,0,3,30,0,0,0,0,0,0,30,0,Norto5 KIDZ - Lindfield Lodge
225498-244352,244352,YORK,"York, Ella",0.00%,"Friday, 25 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,0,0,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 9:27am to 3:06pm,6,0,0,0.87,0,0,0,0,0,0.87,0.87,Norto5 KIDZ - Lindfield Lodge
244374-244400,244400,TURNER02,"Turner, Charles",5.00%,"Friday, 25 November 2022 - 9:00am to 3:00pm",6,0,6,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 9:34am to 3:00pm,6,0,0,0,0,0,0,0,4.55,4.55,0,KIDZ Academy - Cuckfield
244361-244449,244449,TERRY,"Terry, Jude",0.00%,"Friday, 25 November 2022 - 9:00am to 12:00pm",3,3,0,30,0,0,2.1,0,0,32.1,25/11/2022 - 9:00am to 12:00pm,3,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,-32.1,Norto5 KIDZ - Lindfield Lodge
244593-244613,244613,BRYANT,"Bryant, Miley Beau",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 2:00pm,5,25/11/2022 - 9:00am to 1:52pm,5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Cuckfield
234414-249267,249267,MANTHORPE,"Manthorpe, Bobby",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 2:30pm,5.5,25/11/2022 - 9:00am to 2:29pm,2.5,3,26.1,0,0,0,0,2.61,4.75,33.46,33.46,KIDZ Academy - Cuckfield
244814-249268,249268,FATONA,"Fatona, Grace ",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:00am to 3:00pm,6,25/11/2022 - 9:28am to 2:52pm,0,6,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
231034-243206,243206,COOPER,"Cooper, Ben",0.00%,"Friday, 25 November 2022 - 8:30am to 3:30pm",7,0,7,0,0,0,0,0,4.55,4.55,25/11/2022 - 9:30am to 4:30pm,7,25/11/2022 - 9:28am to 4:11pm,7,0,0,0,0,0,0,0,5.99,5.99,1.44,KIDZ Academy - Lindfield
223165-243575,243575,HOWARD,"Howard, Ryan",5.00%,"Friday, 25 November 2022 - 9:30am to 12:00pm",2.5,0,2.5,0,0,0,0,0,0,0,25/11/2022 - 9:30am to 12:00pm,2.5,01/01/2000 - 12:00am,2.5,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
234418-243912,243912,PILLAI,"Pillai, Viaan",0.00%,"Saturday, 1 January 2000 - 12:00am",0,,0,,,,,,0,,25/11/2022 - 9:30am to 4:30pm,7,01/01/2000 - 12:00am,0,0,0,0,0,0,0,0,0,0,0,KIDZ Academy - Lindfield
